ID,Contract Number,Program Area,Award Year,Project Title,Organization Name,Project Description,Awarded Amount,Pledged Match Amount,Seattle Electoral District,Neighborhood District
913,EBF9621,School Beautification,1996,Landscaping,John Muir Elementary PTSA,Improved landscaping around school including design development and installatin of new plantings.,998,"1,005",,Southeast
912,EBF9620,School Beautification,1996,Native Plantings,West Woodland Elementary PTSA,"Clean-up and revegetation of 4,000 square feet of school grounds with NW native plantings.","1,000","6,855",,Ballard
911,EBF9619,School Beautification,1996,Signs/Bench repair/plantings,Bryant Elementary PTSA,"Improved plantings around front entrance, repair of three sets of benches on playground, and installation of a sign near front entrance.","1,000","1,846",,Northeast
910,EBF9618,School Beautification,1996,Entryway Tiles,Maple Elementary PTSA,Creation of a mosaic tile mural installed on exterior wall near front entry.,"1,000","2,080",,Greater Duwamish
909,EBF9617,School Beautification,1996,Picnic Table and clean-up,View Ridge Elementary PTSA,"Grounds clean-up, purchase and installation of picnic table, and repainting game lines on playground.",675,"1,108",,Northeast
908,EBF9616,School Beautification,1996,Site improvements,Blaine Elementary PTSA,Entryway enhancements with new signage and improved plantings.,"1,000","1,301",,Magnolia/QA
907,EBF9615,School Beautification,1996,Garbage Cans and Landscaping,Loyal Heights Elementary  PTSA,Addition of two concrete aggregate trash containers and plantings.,"1,000","1,786",,Ballard
906,EBF9614,School Beautification,1996,Bird Sanctuary,Rainier View Elementary PTSA,"Creation of a bird sanctuary with plantings, bird bath, bird houses, and benches.","1,000","1,790",,Southeast
905,EBF9613,School Beautification,1996,Bronze Tiles,Emerson Elementary PTSA,Installation of global play bronze tile mural on playscape.,950,,,Southeast
904,EBF9612,School Beautification,1996,Landscaping,Beacon Hill Elementary PTA,Development of landscaping plan and installation in front and south of school.,995,"2,030",,Greater Duwamish
903,EBF9611,School Beautification,1996,Landscaping,Lafayette Elementary PTSA,Entryway enhancement including addition of two benches and additional plantings.,"1,000","1,533",,Southwest
902,EBF9610,School Beautification,1996,Landscaping,Lowell Elementary PTSA,Beautification of the outer perimeter of school including addition of topsoil and plantings.,"1,000","1,697",,East
901,EBF9609,School Beautification,1996,Theme Gardens,B.F. Day Elementary PTSA,"Creation of three theme gardens including pizza, butterfly, and peaceful gardens.",982,"2,448",,Lake Union
900,EBF9608,School Beautification,1996,Butterfly Garden,Whittier Elementary PTSA,Creation of a butterfly garden and development of a butterfly corridor between school and Baker Park,500,"1,421",,Ballard
899,EBF9607,School Beautification,1996,Entryway Seatwall and Plantings,Whitman Middle School PTSA,Creation of an entryway seatwall with plantings at entrance to school.,"1,000","2,290",,Ballard
898,EBF9606,School Beautification,1996,Landscaping,John Rogers Elementary PTSA,New plantings in existing beds and addition of two planter boxes with perennials and drought tolerant plants.,"1,000","1,110",,North
897,EBF9605,School Beautification,1996,Benches/Landscaping,Graham Hill Elementary PTSA,"Grounds clean-up, new plantings, and installation of three benches","1,000","2,082",,Southeast
896,EBF9604,School Beautification,1996,Grounds clean-up,North Beach Elementary PTSA,"Grounds clean-up, remove scotch broom, add soil amendments, and plantings","1,000","1,605",,Ballard
895,EBF9603,School Beautification,1996,Beautiful Benches,Madrona Elementary PTSA,Purchase and installation of three benches around school,"1,000","1,025",,Central
894,EBF9602,School Beautification,1996,Montlake Elementary Mural,Montlake Elementary PTSA,Repair and repaint exterior wall with mural incorporating environmental themes,"1,000","1,753",,Northeast
893,EBF9601,School Beautification,1996,Painting,Viewlands Elementary PTSA,"Painting five portables, including scraping and site prep","1,000","6,560",,Ballard
889,B9989,Large Projects Fund,1999,Sacajawea Playscape,Sacajawea Elementary PTSA,"Existing playground equipment will be replaced with a larger, safer, and more accessible structure for Sacajawea students, child care participants and neighborhood children.","21,907","24,109",,North
887,B9987,Large Projects Fund,1999,Eastlake Corridor/Steetscape Project,Eastlake Community Council,"Improve transportation corridors with permission of abutting property owners via 1) landscaped median or pedestrian refuge island on Eastlake Avenue  between Boston and Newton, 2) sidewalk and steps on Newton near Eastlake Avenue, 3)  designs for I-5 noise walls, and 4) throughout the neighborhood new trees and clean-up of planting strips.","56,000","71,610",,Lake Union
883,B9983,Large Projects Fund,1999,Exterior Painting of Phinney Neighborhood Center,Phinney Neighborhood Association,Painting the exterior of the Phinney Neighborhood Center buildings.,"62,500","73,372",,Northwest
877,B9977,Large Projects Fund,1999,East Queen Anne Parks:  Phase I,Friends of NE Queen Anne Parks,"Build phase 1 of a community-designed plant for two Parks Department-owned parcels and the connecting greenbelt.  Phase 1 will concentrate on clearing invasive vegetation, replanting, building a connecting trail through the greenbelt and constructing a grand entry arch.","91,623","91,638",,Magnolia/QA
870,B9970,Large Projects Fund,1999,SODO Urban Art Corridor,SODO Business Association,"Phase III of the SODO Urban Art Corridor project will complete the vision of the Master Plan.   This final phase of the project will include:  (1) Completing ""Recycle Urban Park,"" an open space/mini-park at Holgate Street and the Busway; (2) the installation of three kiosks; (3)  completion of a bike lane; (4) design and  installation of banners; (5) production and installation of additional murals.","50,000","83,180",,Greater Duwamish
867,B9967,Large Projects Fund,1999,Madrona Playfield Improvement,Madrona Community Council,Develop cost estimates for a prioritized list of renovations to Madrona Playfield and then complete the top three priorities.,"107,309","287,458",,Central
862,B9962,Large Projects Fund,1999,Promontory Point Habitat Enhancement Magnuson Park,Magnuson Park Environmental Stewardship Committee,"To enhance the habitat for plants, animals, and people on 15 acres at the south end of Magnuson Park.","100,000","113,353",,Northeast
861,B9961,Large Projects Fund,1999,Community Meeting Spaces at Town Hall,Town Hall Association,"Upgrade, remodel and furnish ground level spaces at Town Hall to accommodate community arts activities, neighborhood restaurant, and meeting spaces.  Develop senior arts activities program at Town Hall.  Perform ADA upgrades in Town Hall facility.","86,518","166,082",,East
856,B9956,Large Projects Fund,1999,Bradner Gardens Park,Mt. Baker Community Club,"To complete Phase II of Bradner Gardens Park construction that would address built structures:  pavilion, entry arbors, foot bridge, garden trellises, artistic elements (tile mural, fence, benches, play sculpture) rehab existing restroom, paving, seating, and signage.","100,000","200,245",,Southeast
854,B9954,Large Projects Fund,1999,The Wetland at Pritchard Beach Park Phase II,Rainier Chamber Foundation,"Phase II will complete the planting plan, install the amphitheater, complete the pathways and boardwalks, install site furnishings, more hand-clearing of sensitive areas, restore a streambed and wet meadow area, and maintain what has been accomplished.","100,000","274,290",,Southeast
